4,4
13,13
7,7
2,2
18,18
17,17
11,1
23,23
22,22
20,20
2,2
9,9
11,11
19,19
4,4
5,5
6,6
8,8
2,2
0,15
16,16
0,0
25,25
17,17
9,8
1,1
21,21
8,8
24,24
12,18
3,3
23,23
17,10
16,16
10,10
10,23
18,6
9,19
15,15
5,15
16,16
11,11
13,13
1,1
13,13
10,7
25,10
14,14
24,24
0,0
7,7
3,3
22,22
20,20
3,3
14,14
25,25
9,9
15,15
14,14
7,7
2,2
11,11
12,7
0,0
6,6
6,6
20,20
12,12
13,11
24,24
22,22
21,21
8,8
21,21
18,18
15,17
17,17
6,6
19,19
,precision,recall,f1-score,support
0,1.0,0.75,0.8571428571428571,4.0
1,0.6666666666666666,1.0,0.8,2.0
2,1.0,1.0,1.0,4.0
3,1.0,1.0,1.0,3.0
4,1.0,1.0,1.0,2.0
5,1.0,0.5,0.6666666666666666,2.0
6,0.8,1.0,0.888888888888889,4.0
7,0.6,1.0,0.7499999999999999,3.0
8,0.75,1.0,0.8571428571428571,3.0
9,1.0,0.5,0.6666666666666666,4.0
10,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
11,0.75,0.75,0.75,4.0
12,1.0,0.3333333333333333,0.5,3.0
13,1.0,0.75,0.8571428571428571,4.0
14,1.0,1.0,1.0,3.0
15,0.5,0.6666666666666666,0.5714285714285715,3.0
16,1.0,1.0,1.0,3.0
17,0.75,0.75,0.75,4.0
18,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
19,0.6666666666666666,1.0,0.8,2.0
20,1.0,1.0,1.0,3.0
21,1.0,1.0,1.0,3.0
22,1.0,1.0,1.0,3.0
23,0.6666666666666666,1.0,0.8,2.0
24,1.0,1.0,1.0,3.0
25,1.0,0.6666666666666666,0.8,3.0
accuracy,0.825,0.825,0.825,0.825
macro avg,0.8519230769230769,0.8333333333333334,0.8198107448107449,80.0
weighted avg,0.859375,0.825,0.8206051587301587,80.0
