0,3
1,25
2,13
3,13
4,14
5,3
6,12
7,22
8,19
9,11
10,10
11,1
12,9
13,15
14,12
15,8
16,12
17,4
18,1
19,0
20,10
21,1
22,1
23,9
24,16
25,25
26,0
27,6
28,14
29,16
30,15
31,20
32,11
33,17
34,21
35,10
36,17
37,25
38,2
39,25
40,12
41,12
42,25
43,16
44,12
45,9
46,7
47,25
48,13
49,12
50,1
51,22
52,6
53,12
54,12
55,22
56,12
57,1
58,3
59,17
60,13
61,15
62,10
63,24
64,8
65,12
66,14
67,17
68,5
69,7
70,4
71,2
72,1
73,17
74,23
75,4
76,15
77,6
78,12
