0,13
1,5
2,21
3,21
4,14
5,3
6,12
7,7
8,19
9,11
10,10
11,12
12,19
13,15
14,21
15,8
16,14
17,4
18,5
19,0
20,10
21,17
22,9
23,9
24,16
25,8
26,17
27,6
28,20
29,14
30,15
31,20
32,11
33,9
34,7
35,24
36,17
37,9
38,2
39,24
40,12
41,12
42,25
43,3
44,20
45,9
46,7
47,12
48,13
49,12
50,7
51,22
52,6
53,5
54,0
55,22
56,12
57,9
58,3
59,17
60,21
61,15
62,10
63,24
64,8
65,23
66,14
67,13
68,5
69,7
70,2
71,2
72,1
73,9
74,23
75,11
76,15
77,6
78,18
